"ring"	"ch"	"year"	"day_of_season"	"sex"	"brood_ID"	"clutch_size"
"CA316"	"1010......................."	"2006"	67	"F"	"2006_D_25"	3
"CA317"	"1010......................."	"2006"	67	"M"	"2006_D_25"	3
"CA318"	"1010......................."	"2006"	67	"M"	"2006_D_25"	3
"CA319"	"1010......................."	"2006"	67	"M"	"2006_D_24"	3
"CA320"	"1010......................."	"2006"	67	"F"	"2006_D_24"	3
"CA3202"	"1000.10110.0101.010001.011."	"2011"	28	"F"	"2011_A_104"	3
"CA3203"	"1000.00000.0000.000000.000."	"2011"	28	"F"	"2011_A_104"	3
"CA3204"	"1000.10110.0101.010001.011."	"2011"	28	"F"	"2011_A_104"	3
"CA3205"	"11....1...1.1..1.1.1..11.1."	"2011"	30	"F"	"2011_C_3"	3
"CA3206"	"11....0...0.0..0.0.0..00.0."	"2011"	30	"F"	"2011_C_3"	3
"CA3207"	"01000.0000.000000.000.00.00"	"2011"	33	"F"	"2011_A_101"	3
"CA3208"	"01110.0101.000101.111.10.10"	"2011"	33	"M"	"2011_A_101"	3
"CA3209"	"01110.0101.000101.111.10.10"	"2011"	33	"F"	"2011_A_101"	3
"CA321"	"100........................"	"2006"	67	"M"	"2006_C_30"	3
"CA3213"	"11..0.0.0.00..00000.00.0.0."	"2011"	41	"F"	"2011_E_3"	3
"CA3215"	"0..1.1.1.11..10010.10.0.0.0"	"2011"	42	"F"	"2011_E_3"	3
"CA3218"	"0.111.11.10010.0.1.1....1.."	"2011"	49	"F"	"2011_A_16"	3
"CA3219"	"1..10010.10.0.1.1....1....."	"2011"	52	"F"	"2011_E_1"	3
"CA322"	"100........................"	"2006"	68	"F"	"2006_D_39"	3
"CA3220"	"1..10010.10.0.1.1....1....."	"2011"	52	"F"	"2011_E_1"	3
"CA3221"	"1..10010.10.0.1.1....1....."	"2011"	52	"F"	"2011_E_1"	3
"CA3222"	".01111101..10...1.1....1..."	"2011"	50	"F"	"2011_D_4"	3
"CA3223"	".01111101..10...1.1....1..."	"2011"	50	"F"	"2011_D_4"	3
"CA3224"	"1...1....1................."	"2011"	56	"F"	"2011_B_4"	3
"CA3225"	"1.........................."	"2011"	56	"M"	"2011_B_4"	3
"CA3226"	"1.........................."	"2011"	56	"M"	"2011_E_2"	3
"CA3227"	"1..1......................."	"2011"	56	"M"	"2011_B_4"	3
"CA3228"	"1..1......................."	"2011"	58	"M"	"2011_E_5"	3
"CA3229"	"1111..1...................."	"2011"	56	"F"	"2011_E_5"	3
"CA323"	"100........................"	"2006"	68	"M"	"2006_D_39"	3
"CA3230"	"1111..1...................."	"2011"	56	"M"	"2011_E_5"	3
"CA3231"	".11.0.1.0....0............."	"2011"	60	"F"	"2011_E_8"	3
"CA3232"	".11.0.1.0....0............."	"2011"	60	"M"	"2011_E_8"	3
"CA3233"	"...1......................."	"2011"	63	"F"	"2011_B_3"	3
"CA3239"	"1...1......................"	"2012"	23	"F"	"2012_B_101"	2
"CA324"	"100........................"	"2006"	68	"M"	"2006_D_37"	3
"CA3240"	".1010010..................."	"2012"	27	"F"	"2012_G_9"	3
"CA3241"	".1000000..................."	"2012"	27	"F"	"2012_G_9"	3
"CA3243"	"1.0111.0000..00............"	"2012"	28	"F"	"2012_D_101"	3
"CA3244"	"1.0111.0000..00............"	"2012"	28	"F"	"2012_D_101"	3
"CA3245"	"1.0111.0000..00............"	"2012"	28	"F"	"2012_D_101"	3
"CA3246"	"1.0011.0011..00............"	"2012"	28	"F"	"2012_D_1"	3
"CA3247"	"1.0011.0000..00............"	"2012"	28	"F"	"2012_D_1"	3
"CA3248"	"111110....................."	"2012"	29	"F"	"2012_G_12"	3
"CA3249"	"111111....................."	"2012"	29	"F"	"2012_G_12"	3
"CA325"	"100........................"	"2006"	68	"F"	"2006_D_37"	3
"CA3250"	"111111....................."	"2012"	29	"M"	"2012_G_12"	3
"CA3253"	"0.0011.0010..00............"	"2012"	28	"M"	"2012_D_1"	3
"CA3254"	"10.1010..10................"	"2012"	32	"M"	"2012_D_4"	3
"CA3255"	"10.1010..11................"	"2012"	32	"M"	"2012_D_4"	3
"CA3256"	"110........................"	"2012"	32	"F"	"2012_G_1"	3
"CA3257"	"110........................"	"2012"	32	"F"	"2012_G_4"	3
"CA3259"	"10........................."	"2012"	33	"F"	"2012_G_6"	3
"CA326"	"101........................"	"2006"	68	"F"	"2006_D_32"	3
"CA3260"	"01.1000..00................"	"2012"	32	"M"	"2012_D_4"	3
"CA3263"	"1110..00..................."	"2012"	35	"M"	"2012_D_6"	3
"CA3264"	"110..00...................."	"2012"	36	"F"	"2012_D_6"	3
"CA3265"	"110..00...................."	"2012"	36	"M"	"2012_D_6"	3
"CA329"	"101........................"	"2006"	68	"M"	"2006_D_32"	3
"CA3301"	"1.........................."	"2011"	62	"M"	"2011_D_5"	3
"CA3302"	"1.........................."	"2011"	62	"M"	"2011_D_5"	3
"CA3308"	"10.0100.0000..00..........."	"2012"	27	"F"	"2012_D_5"	3
"CA3309"	"10.0100.0000..00..........."	"2012"	27	"M"	"2012_D_5"	3
"CA3310"	"1...1......0..............."	"2012"	31	"F"	"2012_C_101"	3
"CA3311"	"1...1......0..............."	"2012"	31	"M"	"2012_C_101"	3
"CA3312"	"1...0......0..............."	"2012"	31	"F"	"2012_C_101"	3
