"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"74617" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2159.93364395448 28.1268798519168 3.36411956222301e-07 508.45043 760
"24617" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2160.35711530249 28.5503511999268 2.72217341033816e-07 506.85389 761
"44617" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2161.70636410256 29.8995999999997 1.38653275374203e-07 506.18029 762
"64617" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2168.29054392324 36.4837798206768 5.15458435519778e-09 518.82443 763
"16617" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2169.04134395448 37.2345798519168 3.54127371578823e-09 517.55807 764
"124717" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2220.44346747405 0 0.800871398900212 463.37174 765
"114717" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2225.10388506224 4.6604175881921 0.0779051132526821 470.05707 766
"84717" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2225.28400152039 4.84053404633823 0.0711957667095099 472.25939 767
"94717" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2226.01538506224 5.57191758819226 0.049389684638136 470.96859 768
"54717" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2235.76828506224 15.3248175881922 0.000376548504282737 480.72149 769
"104717" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2238.42391104972 17.9804435756751 9.98065562090301e-05 487.41874 770
"34717" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2238.43860152039 17.9951340463381 9.90761393917338e-05 485.41398 771
"44717" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2239.60258506224 19.1591175881922 5.5362189922651e-05 484.55577 772
"24717" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2244.16880152039 23.725334046338 5.64510410437804e-06 491.14421 773
"74717" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2246.70241104972 26.2589435756754 1.59039732449874e-06 495.69721 774
"16717" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2257.94191104972 37.4984435756751 5.76606085700807e-09 506.93674 775
"64717" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2260.22400786749 39.7805403934462 1.84216358957433e-09 511.23536 776
"124817" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2216.12537142857 0 0.460564224315629 468.08845 777
"84817" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2217.19448587732 1.06911444874686 0.269857782320734 473.2063 778
"114817" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2218.35628372591 2.23091229733882 0.1509571714474 472.34518 779
"94817" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2218.91058372591 2.78521229733906 0.114416598909682 472.89951 780
"104817" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2227.04017170349 10.9148002749216 0.00196413545205084 485.07202 781
"34817" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2227.90558587732 11.7802144487468 0.0012742338398637 483.91734 782
"54817" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2228.49088372591 12.3655122973391 0.000950940450455103 482.47978 783
"74817" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2238.05197170349 21.9266002749214 7.97975296308552e-06 496.08379 784
"44817" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2239.52198372591 23.3966122973388 3.82631210624074e-06 493.51083 785
"24817" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2240.03778587732 23.9124144487469 2.95648294336277e-06 496.04961 786
"64817" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2246.65603504273 30.5306636141636 1.08053995804358e-07 506.70501 787
"16817" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2248.51467170349 32.3893002749214 4.26621765650815e-08 506.54647 788
"124917" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2341.64821212121 0 0.413271114959508 516.21303 789
"114917" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2342.01340444145 0.365192320241476 0.344298037430679 518.60257 790
"84917" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2343.5839194351 1.93570731389218 0.157000685774715 522.19464 791
"94917" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2345.55480444145 3.90659232024154 0.0586042764074047 522.14401 792
"54917" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2348.27770444145 6.62949232024175 0.0150196248624584 524.8669 793
"34917" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2349.6684194351 8.02020731389212 0.00749323170174202 528.27914 794
"104917" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2350.7731516129 9.12493949169129 0.00431300158185913 531.40282 795
"24917" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2376.2154194351 34.5672073138921 1.28843156596241e-08 554.82618 796
"44917" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2376.30270444145 34.6544923202418 1.23341054752777e-08 552.89192 797
"74917" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2380.5310516129 38.8828394916914 1.4891338502802e-09 561.1607 798
"16917" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2382.7566516129 41.1084394916916 4.8938520584207e-10 563.38631 799
"64917" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2386.26489550034 44.616683379124 8.46925785726144e-11 568.91064 800
"12500" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2209.05881578947 0 0.722196370494562 468.5816 801
"8500" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2212.86758633497 3.80877054549501 0.10754526303723 476.43825 802
"11500" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2213.95588176718 4.89706597770737 0.0624124075376107 475.50398 803
"9500" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2214.46098176718 5.40216597770768 0.0484830423411227 476.0091 804
"10500" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2215.72832352941 6.66950773993813 0.025727056320478 481.31865 805
"3500" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2216.78058633497 7.72177054549502 0.0152017691185761 480.35121 806
"5500" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2217.18448176718 8.12566597770774 0.012421937892839 478.73259 807
"4500" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2218.93928176718 9.88046597770744 0.00516582125783738 480.48736 808
"2500" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2224.37518633497 15.3163705454949 0.000340994752786313 487.94578 809
"7500" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2225.15862352941 16.0998077399381 0.000230476404872814 490.74886 810
"1700" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2225.81062352941 16.7518077399382 0.000166359064617806 491.40094 811
"6500" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2226.66538740378 17.6065716143053 0.000108501777467637 494.27252 812
"121104" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2095.24580449438 0 0.999008204555636 399.9637 813
"111104" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2110.89115263158 15.6453481371973 0.000400151890694678 417.63448 814
"91104" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2111.65235263158 16.4065481371972 0.000273484296054809 418.39565 815
"41104" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2111.82625263158 16.580448137197 0.000250709325361715 418.5695 816
"81104" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2114.46274137447 19.2169368800919 6.70909948678529e-05 423.22849 817
"51104" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2126.50015263158 31.2543481371972 1.63220081072668e-07 433.24342 818
"21104" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2126.76754137447 31.5217368800918 1.42794296595666e-07 435.53333 819
"31104" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2129.37504137447 34.1292368800919 3.87703240262325e-08 438.14085 820
"101104" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2131.55256475123 36.3067602568444 1.30513740697282e-08 442.33803 821
"71104" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2136.51486475123 41.2690602568446 1.09170797666744e-09 447.30035 822
"13104" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2146.02376475123 50.7779602568444 9.40318724015969e-12 456.80924 823
"61104" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2153.74441680672 58.4986123123408 1.9804176665304e-13 466.54678 824
"112102" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2298.81802711864 0 0.295524976957018 507.37586 825
"122102" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2299.08671668928 0.268689570636525 0.258374109729959 505.62 826
"82102" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2299.28188075881 0.463853640163506 0.234352534090151 509.86146 827
"92102" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2300.00192711864 1.18389999999999 0.163498425065402 508.55973 828
"52102" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2303.47452711864 4.65650000000005 0.0288036857868494 512.03239 829
"102102" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2305.55907203791 6.74104491927028 0.0101576884147235 518.15761 830
"32102" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2305.73798075881 6.91995364016338 0.00928849500030261 516.31754 831
"42102" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2330.45422711864 31.6361999999999 3.98915258101286e-08 539.01203 832
"22102" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2330.58868075881 31.7706536401633 3.72979026387984e-08 541.16822 833
"72102" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2333.95707203791 35.1390449192704 6.92225411667878e-09 546.55561 834
"14102" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2338.72917203791 39.9111449192706 6.36794332788186e-10 551.32774 835
"62102" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2340.97549539919 42.157468280544 2.07117249235703e-10 555.59034 836
"83102" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2149.06673182766 0 0.269264075946359 423.55825 837
"113102" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2149.27493908206 0.208207254400349 0.24264245126887 421.7442 838
"123102" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2149.59056096033 0.523829132675928 0.207219377483204 420.03467 839
"93102" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2150.05043908206 0.983707254400542 0.164652791993672 422.51964 840
"53102" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2151.42063908206 2.35390725440038 0.0829915641448466 423.8899 841
"103102" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2154.37663333333 5.3099015056755 0.0189298840534115 430.88768 842
"33102" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2154.93763182766 5.87090000000035 0.014299757699368 429.42914 843
"43102" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2180.27343908206 31.2067072544005 4.50534482468897e-08 452.74267 844
"23102" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2180.53863182766 31.4719 3.94586445877531e-08 455.03015 845
"15102" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2184.28883333333 35.2221015056757 6.05056948974287e-09 460.7999 846
"73102" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2184.43303333333 35.3663015056754 5.62967885142468e-09 460.94403 847
"63102" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2187.49483775156 38.4281059239033 1.21792694624306e-09 466.02259 848
"124102" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2326.79243055182 0 0.679373842369077 491.18739 849
"84102" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2329.7853688172 2.99293826538724 0.152124980209779 498.22624 850
"94102" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2330.49963927371 3.70720872188849 0.106438482906135 496.91896 851
"114102" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2331.71993927371 4.92750872188844 0.0578247678242865 498.13919 852
"104102" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2338.33691370047 11.5444831486534 0.00211473599486237 508.7966 853
"54102" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2339.24173927371 12.4493087218884 0.00134516568718535 505.66104 854
"34102" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2340.3380688172 13.5456382653874 0.000777518703877318 508.77891 855
"44102" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2355.66553927371 28.8731087218885 3.65084104720041e-07 522.0848 856
"74102" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2358.58031370047 31.7878831486537 8.5007589228591e-08 529.04006 857
"24102" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2359.5627688172 32.7703382653876 5.20140034363238e-08 528.00361 858
"64102" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2365.40806845638 38.6156379045592 2.79788327925028e-09 537.88389 859
"16102" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2366.79111370047 39.9986831486535 1.4012161492114e-09 537.25078 860
"5522" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2235.2537694927 0 0.418436912990062 521.34084 861
"8522" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2236.33937777778 1.08560828507416 0.243160565981143 524.44879 862
"9522" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2237.1968694927 1.94309999999996 0.158376662056397 523.28398 863
"11522" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2238.1091694927 2.85540000000037 0.100366263816055 524.19629 864
"12522" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2239.88247385257 4.62870435986997 0.0413541985455487 523.94445 865
"10522" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2240.72299285219 5.46922335948238 0.0271645945186269 530.8518 866
"3522" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2242.50577777778 7.25200828507423 0.011139774483973 530.61514 867
"7522" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2262.08009285219 26.8263233594826 6.2570249544768e-07 552.20892 868
"2522" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2263.82677777778 28.5730082850741 2.61264302567419e-07 551.93618 869
"4522" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2265.6943694927 30.4406000000004 1.02692254047308e-07 551.78146 870
"6522" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2268.39340887656 33.1396393838572 2.66347565223081e-08 560.53897 871
"1722" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2270.10569285219 34.8519233594825 1.13143859760553e-08 560.23456 872
"12620" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2318.6555668942 0 0.386546473018708 488.35731 873
"8620" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2319.12044628494 0.464879390737224 0.306375785623597 492.86869 874
"11620" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2320.39162646658 1.7360595723776 0.162263623032481 492.11803 875
"9620" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2320.61942646658 1.96385957237771 0.144795487425816 492.34578 876
"10620" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2339.97132070845 21.3157538142486 9.08959609606855e-06 515.73873 877
"5620" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2341.07562646658 22.4200595723778 5.23296267247262e-06 512.80198 878
"3620" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2341.46724628494 22.811679390737 4.30237710505301e-06 515.2155 879
"4620" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2356.49052646658 37.8349595723776 2.35203961555796e-09 528.21687 880
"2620" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2356.89814628494 38.2425793907373 1.91836443083989e-09 530.64637 881
"7620" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2357.14932070845 38.4937538142485 1.69195683953313e-09 532.91672 882
"6620" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2372.93054411164 54.2749772174425 6.3319891132052e-13 550.71432 883
"1820" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2373.28932070845 54.6337538142488 5.29215811690655e-13 549.05669 884
"9718" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2314.93762895805 0 0.685954825254 513.91418 885
"12718" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2318.45246865267 3.51483969462288 0.118319894392835 515.40451 886
"8718" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2318.48112684246 3.54349788441004 0.116636566483017 519.47931 887
"11718" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2319.26352895805 4.32589999999982 0.0788747990501674 518.24002 888
"10718" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2332.63005675676 17.6924277987055 9.87264755168468e-05 535.64725 889
"5718" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2333.45842895805 18.5207999999998 6.52461507509675e-05 532.43494 890
"3718" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2333.99322684246 19.05559788441 4.99372945779603e-05 534.9914 891
"4718" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2353.75192895805 38.8143 2.55786347797959e-09 552.72846 892
"2718" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2354.37262684246 39.4349978844098 1.8754026610334e-09 555.37087 893
"7718" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2357.15845675676 42.2208277987056 4.65756847166838e-10 560.17562 894
"1918" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2374.60445675676 59.6668277987055 7.58243127373893e-14 577.62166 895
"6718" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2376.15961316678 61.2219842087279 3.48426003016382e-14 581.193 896
"12818" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2233.39558162423 0 0.66245087944863 456.16382 897
"11818" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2235.61243713893 2.21685551470136 0.218660140276132 460.40547 898
"8818" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2237.66757594502 4.27199432079169 0.0782531630124159 464.48269 899
"9818" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2239.68883713893 6.29325551470174 0.0284833200213292 464.48191 900
"5818" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2241.62933713893 8.23375551470144 0.0107948444404813 466.42236 901
"3818" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2246.76847594502 13.3728943207916 0.000826545138222725 473.58354 902
"10818" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2247.77429230769 14.378710683467 0.000499869141981561 476.60872 903
"4818" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2253.79253713893 20.3969555147014 2.46610218028021e-05 478.58555 904
"2818" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2256.47647594502 23.0808943207917 6.44467706897973e-06 483.29154 905
"7818" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2264.65859230769 31.2630106834667 1.07764859548049e-07 493.49302 906
"11018" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2267.64029230769 34.244710683467 2.4266617176775e-08 496.47466 907
"6818" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2274.48878050789 41.0931988836674 7.90458222662226e-10 505.33963 908
"12918" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2256.10258308322 0 0.342293903375136 491.83597 909
"9918" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2256.5096595092 0.407076425983178 0.279256725446285 494.26763 910
"8918" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2256.95239427793 0.849811194709673 0.223802538215204 496.73226 911
"11918" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2257.7969595092 1.69437642598314 0.146713473029092 495.55493 912
"5918" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2264.7266595092 8.62407642598282 0.00458885951546077 502.48463 913
"10918" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2266.2687817563 10.1661986730774 0.00212244854882619 508.06778 914
"3918" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2267.37289427793 11.2703111947098 0.00122203088828337 507.15276 915
"4918" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2290.7616595092 34.6590764259831 1.01923972996026e-08 528.51963 916
"2918" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2291.65369427793 35.5511111947098 6.52489391749786e-09 531.43351 917
"7918" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2292.5900817563 36.4874986730774 4.08544621963048e-09 534.38909 918
"12018" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2300.0438817563 43.9412986730772 9.83257784128497e-11 541.84287 919
"6918" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2300.44021632653 44.3376332433108 8.06500117210494e-11 544.25559 920
"81018" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2247.70212307692 0 0.27142337064615 454.29125 921
"121018" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2247.82819642366 0.126073346736121 0.254841856394337 450.37036 922
"91018" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2248.52636907216 0.824245995242109 0.179748177508907 453.0934 923
"111018" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2248.56286907217 0.860745995242269 0.176497525689228 453.1299 924
"101018" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2250.90965271105 3.20752963412724 0.0545935114662523 459.51804 925
"51018" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2251.87926907216 4.17714599524197 0.0336195202304521 456.44627 926
"31018" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2252.15602307692 4.45389999999998 0.0292748813092771 458.74506 927
"41018" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2273.92796907217 26.2258459952423 5.479956864533e-07 478.49496 928
"21018" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2274.65462307692 26.9524999999999 3.81053739258383e-07 481.24372 929
"71018" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2276.65965271105 28.9575296341272 1.39829747884808e-07 485.26802 930
"13018" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2278.42615271105 30.7240296341274 5.78107992255653e-08 487.03453 931
"61018" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2279.73375226337 32.0316291864515 3.00654243820544e-08 490.35859 932
"121122" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2269.47468686588 0 0.944763985987471 462.77504 933
"111122" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2275.8583 6.38361313412088 0.0388274930304905 471.18379 934
"81122" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2278.25932380291 8.78463693703543 0.0116886312047739 475.60713 935
"91122" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2280.2274 10.7527131341208 0.00436919411458454 475.55284 936
"51122" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2286.9998 17.5251131341211 0.000147840480488376 482.3253 937
"31122" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2287.35622380291 17.8815369370354 0.000123707753398902 484.70395 938
"101122" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2288.85545242718 19.3807655613055 5.84579471938188e-05 488.22265 939
"41122" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2291.0594 21.5847131341211 1.94205902814544e-05 486.38489 940
"21122" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2296.61082380291 27.1361369370356 1.2100019322249e-06 493.95858 941
"71122" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2303.50215242718 34.0274655613057 3.85791865823377e-08 502.86941 942
"13122" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2304.90855242718 35.4338655613055 1.90966499300167e-08 504.27583 943
"61122" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2310.42048004158 40.9457931757011 1.21354898992605e-09 511.80442 944
"51220" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2253.62622299169 0 0.978319005546613 465.41432 945
"31220" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2263.46650865052 9.84028565882954 0.00713985857673186 477.27684 946
"121220" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2263.53154012474 9.90531713305063 0.00691143462403051 473.29462 947
"111220" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2263.89922299169 10.2730000000001 0.00575078172872137 475.68728 948
"101220" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2268.55249128631 14.9262682946173 0.000561413061760349 484.38226 949
"81220" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2268.78670865052 15.1604856588292 0.000499370471406728 482.59701 950
"91220" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2269.81882299169 16.1925999999999 0.000298058887895878 481.60688 951
