"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"317" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10257.3024174757 332.596163929136 0 5950.3511 179
"517" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10257.4343024977 332.728048951096 0 5946.4696 180
"1018" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10098.7283751465 0 0.999935065191607 5892.8928 181
"618" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10119.6867977528 20.9584226062689 2.81130622732679e-05 5927.9502 182
"718" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10121.0110508078 22.282675661234 1.44994075566617e-05 5927.2635 183
"818" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10121.1922459016 22.4638707550985 1.32435447296085e-05 5925.4324 184
"918" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10121.9473836964 23.2190085498769 9.07879383386182e-06 5924.1737 185
"118" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10511.7450252454 413.016650098902 0 6332.0561 186
"318" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10513.0046399345 414.276264787994 0 6331.3102 187
"218" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10513.6046399345 414.876264787992 0 6331.9105 188
"418" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10514.8461927035 416.11781755692 0 6331.1452 189
"518" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10516.3426842105 417.614309063985 0 6330.6339 190
"1019" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9970.45099012875 0 0.99999999981642 5672.9998 191
"719" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10016.3703857143 45.9193955855299 1.06839031471828e-10 5731.0081 192
"819" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10017.7250873065 47.2740971777475 5.42700509484767e-11 5730.3503 193
"919" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10019.4952476417 49.04425751298 2.2396223687176e-11 5730.1071 194
"619" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10030.8938421804 60.4428520516794 7.49896698628076e-14 5747.5428 195
"219" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10343.7279714693 373.276981340576 0 6070.4197 196
"419" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10345.6726349584 375.221644829629 0 6070.3577 197
"519" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10347.3602530923 376.909262963538 0 6070.0382 198
"119" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10370.1012619444 399.650271815623 0 6098.7992 199
"319" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10372.0109714693 401.559981340575 0 6098.7027 200
"1020" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10414.2111643836 0 0.997973231887943 6106.8258 201
"720" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10427.5921354309 13.3809710473561 0.00124016065352368 6132.2915 202
"820" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10429.4570102623 15.2458458786969 0.000488118787787827 6132.1448 203
"920" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10431.1778029197 16.966638536147 0.000206471515848022 6131.8531 204
"620" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10432.794177798 18.583013414478 9.201715489711e-05 6139.5045 205
"220" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10832.0481256831 417.836961299499 0 6548.7996 206
"420" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10833.0285067183 418.817342334727 0 6547.7739 207
"520" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10833.4128018223 419.20163743876 0 6546.1508 208
"120" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10841.2436580924 427.032493708857 0 6560.0007 209
"320" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10842.0871256831 427.875961299498 0 6558.8393 210
"1021" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9660.55442487702 0 0.999992339520281 5359.2293 211
"721" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9685.99208245614 25.4376575791193 2.99419108886071e-06 5396.7543 212
"621" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9686.35703994387 25.802615066852 2.49476706476437e-06 5399.1305 213
"821" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9687.49836612073 26.9439412437114 1.40991902773041e-06 5396.2483 214
"921" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9688.73009159841 28.1756667213867 7.61602537858645e-07 5395.4669 215
"421" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10250.0171682243 589.46274334728 0 5970.8257 216
"221" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10251.1796215837 590.625196706722 0 5973.9954 217
"521" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10251.3636527226 590.809227845579 0 5970.1647 218
"321" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10254.8426215837 594.288196706722 0 5977.6583 219
"121" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10256.3960121439 595.841587266837 0 5981.2172 220
"1022" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9580.76284582339 0 0.999403430506991 5270.795 221
"722" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9596.87145653003 16.1086107066403 0.000317541480528416 5298.9925 222
"822" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9597.86236996424 17.0995241408564 0.000193475664562261 5297.9709 223
"922" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9599.86524306152 19.1023972381281 7.10735453833994e-05 5297.9604 224
"622" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9603.04730207291 22.2844562495193 1.44788025352091e-05 5307.1797 225
"222" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10016.7209904807 435.958144657334 0 5730.8968 226
"422" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10017.672660319 436.909814495584 0 5729.8418 227
"522" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10019.6582857143 438.895439890897 0 5729.8196 228
"122" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10027.4312755175 446.668429694098 0 5743.6124 229
"322" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10028.8149904807 448.052144657335 0 5742.9907 230
"1023" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9586.44118548466 0 0.999999996038748 5376.4062 231
"723" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9626.60137548638 40.1601900017249 1.90250384565841e-09 5428.6571 232
"823" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9627.74524293359 41.3040574489351 1.07383581130238e-09 5427.7883 233
"623" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9629.05648672502 42.6153012403611 5.5744870592212e-10 5433.1239 234
"923" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9629.58748978102 43.146304296366 4.27463525292816e-10 5427.6169 235
"223" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10040.6313982516 454.190212766922 0 5854.7423 236
"423" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10040.633204275 454.1920187903 0 5852.7381 237
"523" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10042.5669854227 456.125799938083 0 5852.664 238
"323" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10050.5053982516 464.064212766922 0 5864.6171 239
"123" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10051.1195666424 464.678381157732 0 5867.2366 240
"1024" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9960.40638610216 0 0.999781204525455 5740.0308 241
"624" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9978.96174782908 18.5553617269197 9.34672282720101e-05 5772.6829 242
"724" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9979.56739117647 19.1610050743075 6.9047122162411e-05 5771.2775 243
"824" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9980.70445892898 20.2980728268194 3.91051950987428e-05 5770.4025 244
"924" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9982.34995172414 21.9435656219757 1.71759290115011e-05 5770.0352 245
"124" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10358.3247646249 397.918378522751 0 6164.0929 246
"324" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10360.1722748967 399.76588879458 0 6163.935 247
"224" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10360.3222748967 399.91588879458 0 6164.0843 248
"424" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10362.1687057608 401.762319658683 0 6163.9249 249
"524" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10363.7960578512 403.389671749079 0 6163.5445 250
"1025" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9528.18291492537 0 0.99962414693671 5366.3487 251
"625" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9545.78536682189 17.6024518965132 0.000150491813294321 5398.0492 252
"825" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9546.74568919171 18.5627742663346 9.31068260443272e-05 5394.9863 253
"925" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9547.12065647717 18.9377415517938 7.71895324918329e-05 5393.3482 254
"725" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9547.79615952492 19.6132445995445 5.50648914593582e-05 5398.0489 255
"325" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9922.98613488372 394.803219958347 0 5785.2919 256
"425" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9924.84615257037 396.663237644992 0 5785.1454 257
"525" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9926.03800395533 397.855089029954 0 5784.3299 258
"125" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9930.75215024413 402.569235318755 0 5795.0636 259
"225" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9932.49163488372 404.308719958348 0 5794.7975 260
"1026" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 11045.6257603306 0 0.996582535357668 6703.8206 261
"726" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 11058.699767159 13.074006828414 0.00144387222146068 6728.9761 262
"626" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 11059.3953289902 13.7695686596489 0.00101973993759418 6731.6819 263
"826" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 11060.1730788616 14.5473185310329 0.000691199141146433 6728.4384 264
"926" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 11062.1082646675 16.4825043369565 0.000262653342130358 6728.3611 265
"226" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 11481.0972212581 435.471460927556 0 7163.423 266
"426" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 11483.1033002821 437.477539951478 0 7163.4226 267
"126" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 11483.7660123617 438.140252031166 0 7168.0968 268
"526" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 11485.09525 439.469489669422 0 7163.4081 269
"326" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 11485.7692212581 440.143460927557 0 7168.0948 270
"1027" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10269.0437142857 0 0.999988427718321 6060.3899 271
"927" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10293.1045915493 24.0608772635824 5.9599396418789e-06 6092.5134 272
"827" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10293.6714259563 24.6277116706333 4.48905921254141e-06 6095.0931 273
"727" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10296.784205068 27.7404907823293 9.46725201771822e-07 6100.2187 274
"627" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10300.1429282196 31.0992139338505 1.76557622763443e-07 6105.5884 275
"227" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10612.8176813496 343.773967063866 0 6428.3049 276
"427" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10614.4142479494 345.370533663667 0 6427.8954 277
"527" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10615.6107552743 346.567040988548 0 6427.0843 278
"127" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10619.1060548138 350.06234052806 0 6436.5991 279
"327" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10620.7116813496 351.667967063864 0 6436.1995 280
"1028" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10055.2122390892 0 0.992153677153379 5902.6462 281
"628" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10067.3845147999 12.1722757107218 0.00225633125649803 5928.9183 282
"728" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10067.5788986262 12.3666595370596 0.00204735403175581 5927.102 283
"828" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10067.5972354892 12.3849964000365 0.00202866879463141 5925.1076 284
"928" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10068.1825260664 12.9702869771681 0.00151396876373538 5923.6791 285
"128" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10338.8961877512 283.683948662057 0 6212.4789 286
"328" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10338.9908675497 283.778628460484 0 6210.5673 287
"228" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10339.6178675497 284.405628460485 0 6211.1946 288
"428" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10339.9484963331 284.736257243914 0 6209.5188 289
"528" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10340.8420747752 285.629835686019 0 6208.4043 290
"1029" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9500.25896154594 0 0.999979914881843 5303.9865 291
"829" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9522.64147096382 22.3825094178846 1.37940282597e-05 5336.4469 292
"929" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9524.22509125789 23.9661297119528 6.2490260316451e-06 5336.0168 293
"629" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9534.85576212084 34.5968005749037 3.07178974690553e-08 5352.6855 294
"729" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9536.84772815534 36.5887666094004 1.13459680953421e-08 5352.6658 295
"429" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9989.96295151515 489.70398996921 0 5815.8296 296
"329" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9990.66255870092 490.403597154982 0 5818.5359 297
"529" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9991.41061755577 491.151656009832 0 5815.2695 298
"229" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9998.44855870092 498.189597154982 0 5826.3219 299
"129" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9998.66693840562 498.407976859682 0 5828.5461 300
"1030" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9945.79871492537 0 0.983507850514934 5816.9595 301
"830" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9955.15288919171 9.35417426633467 0.00915260452982822 5836.3884 302
"930" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9955.83125647717 10.0325415517927 0.00651987265380276 5835.0537 303
"730" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9960.88975952492 15.0910445995451 0.000519755547056451 5844.1374 304
"630" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9961.98946682189 16.1907518965127 0.000299916754378395 5847.2483 305
"430" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10414.3190525704 468.520337644992 0 6307.6136 306
"530" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10415.9255039553 470.126789029955 0 6307.2125 307
"330" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10416.4225348837 470.623819958348 0 6311.7237 308
"230" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10419.2455348837 473.446819958348 0 6314.5464 309
"130" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10421.0809502441 475.282235318755 0 6318.3878 310
"1031" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10358.6301571876 0 0.999359690457492 6022.8637 311
"931" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10374.8119597315 16.1818025439024 0.000306117425371154 6047.1038 312
"631" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10376.0940207914 17.4638636037744 0.000161247143606195 6054.4214 313
"731" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10376.6497674419 18.0196102542195 0.000122127418815016 6052.9665 314
"831" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10378.403413554 19.773256366374 5.08175547151349e-05 6052.7078 315
"531" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10828.7051715818 470.07501439413 0 6513.0592 316
"231" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10829.9847583743 471.354601186633 0 6518.3524 317
"431" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10831.2740167523 472.643859564649 0 6517.6351 318
"131" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10833.0583958473 474.428238659646 0 6523.4308 319
"331" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10834.0347583743 475.404601186632 0 6522.4023 320
