"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"2160" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10179.6922970365 425.233929655738 0 6072.4724 19
"1160" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10185.0207804318 430.562413050999 0 6079.8066 20
"10260" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9568.61357957119 0 0.994776894537899 5330.873 21
"6260" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9580.26259206349 11.6490124923057 0.00293883204633149 5356.6233 22
"7260" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9582.03985412557 13.4262745543838 0.0012085015554223 5356.389 23
"9260" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9583.34228303249 14.7287034613037 0.000630127407931814 5353.6654 24
"8260" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9584.03508421559 15.4215046444042 0.000445644452415893 5356.3718 25
"1260" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10049.2554092219 480.641829650714 0 5837.6654 26
"2260" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10050.3411777564 481.727598185238 0 5836.7453 27
"3260" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10050.5381777564 481.924598185238 0 5836.942 28
"5260" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10051.0136070656 482.400027494421 0 5833.4035 29
"4260" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10051.6989101394 483.08533056817 0 5836.0962 30
"10360" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10483.7086629712 0 0.999997037603728 6187.1209 31
"8360" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10510.723620155 27.0149571838629 1.36074045478047e-06 6224.2066 32
"7360" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10511.2530876882 27.5444247170435 1.04424614948843e-06 6226.7475 33
"9360" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10512.5970438635 28.8883808923601 5.33293766164274e-07 6224.0677 34
"6360" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10518.7894458712 35.0807828999768 2.41159012193824e-08 6236.295 35
"4360" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10878.8357732802 395.127110309071 0 6604.3747 36
"5360" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10880.6238584071 396.915195435904 0 6604.1564 37
"2360" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10882.7405758514 399.031912880217 0 6610.2857 38
"3360" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10889.4505758514 405.741912880218 0 6616.996 39
"1360" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10893.6172655317 409.90860256055 0 6623.1683 40
"10460" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10162.7181724138 0 0.99399692231189 5860.731 41
"6460" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10174.9327961495 12.2146237356956 0.00221316195651777 5887.0407 42
"9460" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10175.3621949229 12.6440225091428 0.0017855435091697 5881.4344 43
"7460" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10175.7626841867 13.044511772885 0.00146152180336683 5885.8597 44
"8460" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10177.7434835713 15.025311157473 0.000542850419055319 5885.8285 45
"1460" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10642.0575715901 479.339399176344 0 6366.2113 46
"2460" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10642.2270045249 479.508832111094 0 6364.3759 47
"3460" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10643.7170045249 480.998832111094 0 6365.8658 48
"4460" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10643.9543451007 481.236172686908 0 6364.0962 49
"5460" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10645.1145939339 482.396421520114 0 6363.2492 50
"10516" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10285.2338582968 0 0.999999997527648 5990.2822 51
"6516" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10325.8678294931 40.6339711962974 1.50122319078676e-09 6045.013 52
"7516" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10327.8009059691 42.5670476723244 5.71061709955653e-10 6044.9351 53
"8516" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10329.4699096358 44.2360513389867 2.47892564331604e-10 6044.5917 54
"9516" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10330.4458411344 45.2119828376326 1.52174774820718e-10 6043.5553 55
"1516" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10554.8458057984 269.611947501644 0 6286.0379 56
"2516" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10555.6413325662 270.407474269376 0 6284.8281 57
"3516" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10556.7503325662 271.516474269376 0 6285.9367 58
"4516" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10557.5667826888 272.332924391974 0 6284.7469 59
"5516" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10557.5731568041 272.339298507262 0 6282.7464 60
"10614" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10232.6232600648 0 0.999889719815986 6001.1725 61
"6614" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10252.690984061 20.0677239961969 4.38834946630811e-05 6035.3377 62
"8614" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10253.5051229489 20.88186288414 2.9208764829544e-05 6032.1282 63
"7614" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10253.7670887246 21.1438286597986 2.56228861359337e-05 6034.4027 64
"9614" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10255.3580873786 22.7348273138559 1.15650383853116e-05 6031.9688 65
"4614" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10627.6278481422 395.00458807738 0 6418.3095 66
"3614" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10628.4403816336 395.817121568809 0 6421.1289 67
"2614" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10628.8993816336 396.276121568808 0 6421.5879 68
"5614" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10629.0232409972 396.399980932445 0 6417.6973 69
"1614" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10630.0068408305 397.383580765665 0 6424.7006 70
"10712" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10269.9239527306 0 0.999269460725243 5873.173 71
"6712" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10286.1774810997 16.2535283690449 0.000295307021857797 5903.5233 72
"8712" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10286.6814288334 16.7574761027608 0.00022953182716325 5900.004 73
"7712" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10288.0334940422 18.1095413115527 0.000116746987817679 5903.3683 74
"9712" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10288.5772861073 18.6533333766783 8.89534379185269e-05 5899.8877 75
"1712" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10764.655726836 494.731774105354 0 6394.0483 76
"2712" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10765.254221968 495.330269237353 0 6392.6415 77
"3712" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10766.549221968 496.625269237353 0 6393.9368 78
"4712" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10767.1566351568 497.232682426175 0 6392.5373 79
"5712" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10769.131967033 499.208014302356 0 6392.5049 80
"10812" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10144.5749588659 0 0.969768179389443 5780.3207 81
"8812" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10153.2204939647 8.6455350988108 0.0128621578884045 5799.0411 82
"7812" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10154.5464065909 9.97144772494903 0.00662819944333639 5802.3789 83
"9812" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10154.5835156722 10.008556806255 0.00650635017168505 5798.3905 84
"6812" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10155.4422529002 10.867294034324 0.00423511310713132 5805.286 85
"4812" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10492.2919619842 347.71700311833 0 6150.1705 86
"2812" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10492.9934669757 348.418508109758 0 6152.8787 87
"5812" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10494.0893874333 349.514428567434 0 6149.9614 88
"3812" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10495.4934669757 350.918508109758 0 6155.3785 89
"1812" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10496.4009017609 351.825942894982 0 6158.2916 90
"10912" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9384.18630458804 0 0.997291093785941 5261.2005 91
"9912" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9397.53029193665 13.3439873486077 0.0012624433662409 5282.608 92
"6912" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9398.87810935252 14.6918047644795 0.000643482990427299 5289.9933 93
"8912" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9399.75073205374 15.5644274657043 0.000415957979013322 5286.8419 94
"7912" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9399.89493809067 15.7086335026324 0.000387021878377847 5288.9986 95
"5912" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9844.25560754853 460.069302960488 0 5741.3996 96
"3912" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9844.36101976048 460.174715172439 0 5745.5194 97
"4912" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9844.54663277432 460.36032818628 0 5743.6983 98
"1912" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9859.60516781609 475.418863228053 0 5762.7693 99
"2912" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9859.98351976048 475.797215172441 0 5761.1419 100
"101012" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10314.8817022536 0 0.999999999999895 6138.5924 101
"91012" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10374.8495196725 59.9678174189194 9.50941720606293e-14 6206.6206 102
"71012" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10380.2149252103 65.3332229566895 6.50235823550448e-15 6216.0096 103
"81012" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10381.6087648931 66.7270626395475 3.23893662941531e-15 6215.3919 104
"61012" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10389.707 74.8252977464144 0 6227.5131 105
"51012" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10676.4537049739 361.572002720295 0 6520.2874 106
"21012" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10684.9190692395 370.037366985915 0 6532.7663 107
"41012" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10686.899431426 372.01772917239 0 6532.7402 108
"11012" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10697.5246177939 382.642915540331 0 6547.3767 109
"31012" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10699.3730692395 384.491366985914 0 6547.2202 110
"101116" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10376.32648593 0 0.999999571125751 6114.5471 111
"61116" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10406.8503015075 30.523815577546 2.35416813921378e-07 6159.1671 112
"71116" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10408.3362816998 32.0097957698017 1.11985289976214e-07 6158.6423 113
"81116" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10409.7341809872 33.4076950572107 5.56686905050942e-08 6158.0282 114
"91116" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10411.272 34.9455140700065 2.58034543646757e-08 6157.5536 115
"21116" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10797.2901649555 420.963679025517 0 6559.6482 116
"41116" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10798.5905591054 422.26407317544 0 6558.9424 117
"11116" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10799.8806861314 423.554200201395 0 6564.2445 118
"51116" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10800.5808692079 424.254383277952 0 6558.9255 119
"31116" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10801.0701649555 424.743679025516 0 6563.428 120
"101214" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10081.1160374357 0 0.999750747018189 5800.8476 121
"71214" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10098.7498971963 17.6338597606045 0.00014816572245176 5830.5691 122
"81214" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10100.7160666043 19.6000291686887 5.54369694379243e-05 5830.5228 123
"91214" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10102.4721767181 21.3561392824358 2.3039073738462e-05 5830.2662 124
"61214" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10102.5096678346 21.3936303989612 2.26112161826272e-05 5836.3399 125
"21214" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10435.0305986934 353.914561257763 0 6178.9033 126
"41214" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10437.0301376896 355.914100253958 0 6178.8955 127
"51214" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10438.1796134454 357.063576009721 0 6178.0376 128
"11214" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10444.1299958013 363.013958365602 0 6190.0084 129
"31214" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10446.1345986934 365.018561257762 0 6190.0074 130
"101312" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9933.57590212766 0 0.999999546436833 5666.5322 131
"61312" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9963.74890823696 30.1730061093022 2.80552908346493e-07 5710.8046 132
"71312" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9965.75765439093 32.1817522632755 1.02759288852263e-07 5710.802 133
"81312" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9967.15435041322 33.5784482855634 5.11131212716491e-08 5710.1865 134
"91312" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9969.11909697685 35.5431948491951 1.91378482636009e-08 5710.1379 135
"31312" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10443.7028019802 510.126899852539 0 6200.8007 136
"11312" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10444.187140938 510.611238810357 0 6203.2913 137
"41312" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10444.9584088658 511.382506738175 0 6200.0504 138
"21312" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10445.4058019802 511.829899852539 0 6202.5045 139
"51312" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10446.5269622642 512.951060136493 0 6199.6108 140
"101412" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9428.48874705882 0 0.999988316977397 5236.7765 141
"61412" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9452.7687950575 24.2800479986781 5.34133101433496e-06 5275.1596 142
"71412" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9454.10145829662 25.6127112378017 2.74324974510765e-06 5274.4805 143
"91412" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9454.3520403526 25.8632932937744 2.42020495319705e-06 5270.7046 144
"81412" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9455.79170648715 27.3029594283271 1.17823689073167e-06 5274.158 145
"11412" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9818.2299591742 389.741212115377 0 5652.6708 146
"21412" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9818.40112785924 389.912380800417 0 5650.8361 147
"31412" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9819.02962785924 390.540880800416 0 5651.4645 148
"41412" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9819.3275771694 390.838830110573 0 5649.7557 149
"51412" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9821.24610782396 392.757360765139 0 5649.6663 150
"101512" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9003.83629222956 0 0.999993627788252 4710.4618 151
"91512" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9028.42484490107 24.5885526715083 4.57784264973777e-06 4743.1176 152
"81512" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9031.60491549581 27.7686232662563 9.33506411864246e-07 4748.3119 153
"71512" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9031.83400750507 27.9977152755127 8.32473864158839e-07 4750.5541 154
"61512" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9038.59082015209 34.7545279225324 2.83888227752363e-08 4759.3232 155
"51512" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9385.44067416413 381.604381934576 0 5112.2034 156
"21512" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9388.41536582278 384.579073593226 0 5119.1934 157
"41512" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9390.17156161053 386.335269380976 0 5118.9425 158
"11512" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9395.38358602885 391.547293799294 0 5128.1677 159
"31512" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9397.25336582278 393.417073593226 0 5128.0314 160
"101612" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9634.35676241799 0 0.783246863969526 5381.2235 161
"61612" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9638.68505438596 4.32829196796956 0.0899543160461133 5399.6503 162
"71612" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9638.82679953205 4.47003711406069 0.0837996950889588 5397.7808 163
"81612" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9640.80168605195 6.44492363396057 0.0312177270759137 5397.7435 164
"91612" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9642.75061460674 8.39385218874668 0.0117813978194884 5397.6793 165
"21612" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 9979.32432616823 344.967563750231 0 5750.3318 166
"11612" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 9980.78531541696 346.428552998965 0 5753.7983 167
"41612" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 9981.0725743398 346.715811921804 0 5750.0734 168
"31612" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 9982.51612616822 348.15936375023 0 5753.5235 169
"51612" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 9983.06616058906 348.709398171066 0 5750.0595 170
"101712" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10129.7075353535 0 0.999956811381855 5892.5441 171
"91712" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10151.7411915228 22.0336561692293 1.64222854909414e-05 5922.6366 172
"71712" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10151.9679394755 22.2604041219183 1.46620908262824e-05 5926.888 173
"81712" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10152.7706143498 23.0630789962415 9.81515745903148e-06 5925.6791 174
"61712" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10155.6821662931 25.9746309396069 2.28908436869187e-06 5932.6132 175
"51712" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10527.6482508399 397.940715486331 0 6310.6059 176
"21712" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10527.7838045668 398.076269213288 0 6314.7546 177
"41712" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10528.9840783699 399.276543016373 0 6313.9488 178
"11712" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10535.0834288272 405.375893473682 0 6324.0595 179
"31712" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10536.2118045668 406.504269213288 0 6323.183 180
"101812" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9644.43484936231 0 0.999999828587437 5460.255 181
"81812" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9677.7491693088 33.3143199464939 5.83293672116713e-08 5503.6451 182
"91812" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9678.01030335064 33.5754539883328 5.11897169660478e-08 5501.8929 183
"71812" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9678.01668490566 33.5818355433548 5.10266422742434e-08 5505.9248 184
"61812" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9681.10994946946 36.6751001071589 1.0866836321106e-08 5511.0294 185
"41812" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10003.0159839812 358.581134618849 0 5840.9713 186
"21812" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10003.1097833255 358.674933963177 0 5843.0717 187
"51812" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10003.6761302545 359.241280892171 0 5839.6239 188
"11812" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10012.7921276195 368.35727825719 0 5854.7602 189
"31812" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10012.8007833255 368.365933963178 0 5852.7631 190
"61912" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10116.3462244898 0 0.349134478246002 5805.4819 191
"81912" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10116.8984547564 0.552230266584957 0.264897256418583 5802.0108 192
"71912" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10117.0053729993 0.659148509508668 0.251107947830801 5804.1291 193
"91912" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10118.6574704108 2.31124592097149 0.109928946039592 5801.7563 194
"101912" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10121.6248850174 5.27866052762511 0.0249313714650216 5796.6624 195
"31912" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10429.3084579569 312.962233467118 0 6128.4855 196
"41912" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10429.3819499537 313.035725463864 0 6126.5526 197
